OTUID	checkm_completeness	checkm_contamination	checkm_marker_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus
GCF_001747085	99.67	1.39	571	87.02844816	30.63880682	4640370	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Algibacter_C
GCF_001761365	99.66	0.42	548	89.63212274	29.63806607	3809314	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Polaribacter
GCF_002117445	95.17	0.86	617	90.32210875	62.3228015	2713835	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ketogulonicigenium
GCF_002286775	99.65	0.78	511	84.94946399	34.29647422	4293176	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Myroides
GCF_002303885	99.65	0.05	511	88.26033921	33.76221247	5397558	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_002741945	99.67	1.4	571	92.62500138	31.55909125	3897777	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flaviramulus_A
GCF_002807015	95.36	0.35	511	91.03246034	37.55275474	2331799	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Myroides
GCF_002933395	99.33	1.32	615	91.5365207	53.49454272	3676833	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Yoonia
GCF_900142975	99.43	1.08	496	89.07994958	37.05798201	3872766	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Salegentibacter
GCF_003014475	99.25	0.91	582	90.067259	56.16304861	4732601	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Shimia
GCF_003056335	99.09	0	568	91.10040592	64.91932551	3505879	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_003072065	99.39	0.69	614	90.12742227	63.37127755	3436448	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Thalassorhabdomicrobium
GCF_003096815	99.15	0.45	567	86.23983546	46.17253626	2936680	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Prevotella
GCF_003149245	98.54	0	333	90.13660713	44.73734151	5717637	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Muricomes
GCF_003254565	99.65	0.41	511	87.80745389	34.09232681	5436059	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_003259525	99.67	0	571	91.92713818	32.24348912	2958257	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Olleya
GCF_000220255	99.66	0.41	567	82.92990673	37.40063592	3053674	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Prevotella
GCF_002904165	98.43	0.11	263	85.00514815	36.72675438	2958342	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Herbinix
GCF_003337565	99.6	0.56	568	90.65310087	65.18040127	4206165	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_003382275	99.67	0.76	571	92.63075454	40.70678813	4038636	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Muricauda
GCF_003443535	99.57	0	582	90.1115476	56.99487217	4405563	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ruegeria
GCF_003480435	99.37	0	278	86.59558797	48.23552188	3440412	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_CAG-81
GCF_003610735	99.55	0.5	548	91.51169886	31.89664848	2869467	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Tenacibaculum
GCF_003626755	99.61	2.2	571	90.76098361	41.20405471	5908984	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Ulvibacterium
GCF_003664585	99.7	0.45	568	91.04814378	68.32150361	3801301	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paenirhodobacter
GCF_003752155	99.33	2.01	263	88.20049378	34.3106576	4039008	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Mobilisporobacter
GCF_003865405	99.53	2.12	511	88.96468989	30.90804947	3453487	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Myroides
GCF_003957295	99.67	0.73	571	88.42975175	40.12889769	5233924	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Arenibacter
GCF_004005435	99.7	1.27	617	90.09453877	69.43197139	4384339	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_CCMM004
GCF_004119495	99.65	0.58	511	87.8285629	33.48285987	4886317	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_004123675	99.47	0	625	87.55536355	61.58352712	5036933	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Leisingera
GCF_002925845	99.1	0	654	89.59618155	65.48428008	3534212	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Roseovarius
GCF_004151245	99.65	0.35	511	91.63187896	37.9325018	3717788	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_004341235	99.01	2.58	571	89.871116	33.1913117	4735576	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Mariniflexile
GCF_004343505	98.64	0.45	568	90.84137741	64.18807243	3155944	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Rhodovulum
GCF_004345565	99.65	0.88	511	88.09278123	35.84546362	5756466	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_004346845	99.34	0	571	92.64551184	34.84063358	2958316	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCF_004349145	99.65	0.35	511	87.65221208	34.47567769	3745432	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_004349315	98.94	0.18	511	88.6307357	34.27366439	3735422	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_005047595	99.34	2.15	571	91.74246005	32.40024651	3313614	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_CAU-1491
GCF_005887615	98.94	0	582	90.87637807	64.40381991	3946185	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Sulfitobacter_E
GCF_006159205	99.62	1.17	496	86.74754225	40.85616707	4353683	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Antarcticibacterium
GCF_006363825	99.92	0.1	617	90.92829382	65.9835882	4108753	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Oceanicola
GCF_006491595	99.65	0	511	90.49058041	29.93052568	4753655	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_006491645	99.29	0.35	511	91.40096303	31.23556266	4013996	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_007004065	99.24	0.61	617	89.28549224	61.67453558	4020978	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Palleronia
GCF_007018965	98.99	0.15	568	91.10154404	69.37815361	3128554	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_007097245	99.29	0.18	511	88.41435484	35.7419525	3746248	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_004799345	98.68	0.82	571	88.82714959	43.67293651	3571649	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Robertkochia
GCF_007993795	98.86	0	496	89.86893615	39.76747474	3409178	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Gillisia
GCF_003253545	99.24	2.66	496	90.8366112	33.6714164	3428546	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Mesonia
GCF_003574395	99.33	0.08	568	91.11166973	66.93834467	3556416	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Tabrizicola
GCF_008271465	99.94	0.18	568	91.4016418	67.70770543	3616516	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Tabrizicola
GCF_014202225	99.34	0.83	571	90.62737052	33.47405073	4374034	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Algibacter_B
GCF_009363055	99.13	0.12	511	90.30421284	31.19371025	2871082	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_009695765	99.03	0.97	420	89.56855859	41.68881061	2982004	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_VUNI01
GCF_009711205	99.62	1.79	568	89.56310033	63.57467053	5370867	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_009711265	99.02	0.76	568	90.74188959	64.75176087	4332828	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_009735585	99.6	1.27	496	91.5162503	42.12891124	3486489	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Gramella
GCF_009741375	99.65	0.12	511	90.94077299	37.59371099	3896955	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_009909155	99.65	0.07	511	88.57745124	33.78638538	4268163	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_009917545	98.73	0.95	278	86.50703885	48.81956361	4185486	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_CAG-81
GCF_009908165	98.99	0.15	568	90.22331159	67.5776473	4198170	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Frigidibacter
GCF_011806405	98.49	0.76	654	87.87550953	64.89813641	4267668	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudooceanicola
GCF_013034685	99.57	0.11	582	91.09630001	58.1139095	4581848	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ruegeria
GCF_013249065	99.34	1.19	571	90.91433538	31.81587524	3888081	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCF_000827555	100	0.48	316	87.4802839	35.67559295	2796573	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Capnocytophaga
GCF_013282155	98.72	0.44	582	90.60896297	57.89777592	3816948	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Sulfitobacter
GCF_013377555	99.7	0.35	568	90.6030815	60.96707607	4295174	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Donghicola
GCF_014164625	98.53	0.3	568	88.21599018	67.19784505	3756930	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_003435815	95.91	0	333	89.09218312	41.16100579	3019761	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_CAG-317
GCF_011365745	100	0.18	511	89.09895502	35.24277384	3395280	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_900130035	96.85	0.56	548	91.78857759	31.25445327	3248000	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Wenyingzhuangia
GCF_900045905	99.37	0.32	278	86.1814673	35.75431909	3426138	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_CHKCI001
GCF_900101605	99.17	0.79	642	89.92154981	40.79377927	3400374	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Butyrivibrio
GCF_900101895	99.28	0	511	88.88427658	49.02150034	3700245	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_900102015	98.94	0.56	617	91.04920172	70.25922387	3911774	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Limimaricola
GCF_900102515	99.96	0.1	642	89.27868176	40.58205972	4194792	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Butyrivibrio
GCF_900105615	99.37	0	278	88.04266226	43.76835684	5300235	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Lacrimispora
GCF_900106565	97.32	1.46	548	91.82206388	30.11065743	4129954	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Lutibacter
GCF_001280865	99.61	0.67	548	92.93566203	30.01732571	3075136	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Polaribacter
GCF_900107595	98.67	0.62	496	90.77116139	33.38868094	2671918	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Psychroflexus
GCF_900108225	98.95	0.3	654	91.38822814	57.97366608	3971912	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Thalassococcus
GCF_900109345	99.67	0.67	571	89.86034217	35.10672434	4163533	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Maribacter
GCF_900110425	99.3	0.45	654	89.44413478	63.21714944	4088599	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Salinihabitans
GCF_900109195	99.07	0.45	654	88.74155438	64.21811805	4068972	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudooceanicola
GCF_900113655	99.52	0.72	420	90.74946977	38.72128531	3558369	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Pseudobutyrivibrio
GCF_900113695	100	0.1	388	87.19303517	72.87933824	6027197	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Albimonas
GCF_900114005	99.67	0	571	91.11516199	32.66671738	3522968	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Olleya
GCF_900115185	99.67	0.33	571	90.97890893	33.67196888	3314721	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Algorimicrobium
GCF_900116285	99.36	0.11	582	91.08039863	56.92241797	3567424	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Sulfitobacter
GCF_900129445	99.43	0	496	86.06287445	37.15554807	3967303	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Salegentibacter
GCF_900129945	99.16	0.91	543	87.19119121	39.65921182	4837257	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Butyrivibrio
GCF_900142165	98.73	0.21	278	87.75938906	45.26649118	4402942	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Hespellia
GCF_002005425	99.66	1.17	548	91.86346289	29.91197749	3221776	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Polaribacter
GCF_900148835	99.29	0.35	511	90.96743297	33.12341784	2854482	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_900155545	99.37	2.53	278	84.60986442	44.75276453	5247868	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Lacrimispora
GCF_900109555	99.24	1.01	616	89.13253503	52.05142327	3914648	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pacificibacter
GCF_002786295	99.1	0.25	654	87.69501392	66.75969273	4533138	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudooceanicola
GCF_900177645	99.67	0.54	571	88.1744837	39.563521	5287600	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Arenibacter
GCF_900188425	99.6	0.8	654	89.44873332	62.69658908	5174374	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Antarctobacter
GCF_900199195	99.09	0.61	568	91.39925625	61.55763599	4195486	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_900248245	98.28	2.02	354	88.29227726	47.69999764	6013646	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Acetatifactor
GCF_900537075	99.47	0.48	582	89.96353838	57.78232882	4655854	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ruegeria_E
GCF_900129135	98.73	1.5	278	90.47735396	46.35174252	4813137	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Lactonifactor
GCA_002299665	84.61	3.53	420	85.92514124	38.2282985	2660183	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_CAG-45
GCA_002315495	80.42	0.67	263	89.53966482	46.41964572	2212931	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_ISDg
GCF_900106695	97.6	0.43	388	85.42178229	70.86684645	5201795	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Albimonas
GCA_002699205	88.45	0.49	571	91.23990416	41.4013064	4466321	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Muricauda
GCA_002842835	82.85	1.23	388	90.17529451	68.56185249	2934490	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_PHEG01
GCA_004555055	80.27	2.75	492	85.75962889	54.22416158	2901996	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_F0040
GCF_001642945	97.52	0.15	568	89.06874489	51.27015687	3018217	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_LGRT01
GCA_013042245	87.93	0.2	571	89.79876119	33.41302111	2575050	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCA_014359745	95.51	2.4	568	89.39900457	64.55747786	2929989	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_JACIYW01
GCA_014359765	97.76	0.6	654	91.12053432	67.97747247	2646184	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Roseovarius
GCA_014385005	99.37	0	278	89.56520834	42.71956741	3649426	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Marvinbryantia
GCF_003217215	98.1	0	571	88.51983359	34.1992564	3379620	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCA_900320845	87.07	1.3	487	88.06605065	49.75257781	1971820	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Prevotella
GCA_900766185	97.45	0	277	84.98690273	36.02237341	2790277	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Johnsonella
GCF_003458885	96.04	0.84	278	89.07630904	40.91053557	2690153	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_UBA9414
GCF_003464085	99.5	1.9	278	88.02712439	46.21374928	4360356	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Lachnoclostridium_A
GCA_002691165	81.36	0	152	96.26553861	30.79008744	1231851	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_MED-G14
GCA_902777655	97.99	0	263	93.07369305	38.62056418	2611074	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Eubacterium_Q
GCA_902776395	86.02	1.68	263	92.86613261	38.96634854	2167548	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Eubacterium_Q
GCA_902790095	80.46	3.69	263	92.04631295	45.8870513	1997627	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_UBA4292
GCF_000154785	99.25	0.32	582	89.63314333	57.23111612	4745450	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Roseobacter
GCF_000155735	99.29	0.91	614	86.97052653	55.14906314	5478249	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Octadecabacter
GCF_000171875	98.84	1.76	571	92.56325694	32.39869127	3825707	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCF_000176015	96.46	0.06	568	90.92743393	65.14909477	3514342	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudorhodobacter_B
GCF_000265385	99.49	0.19	496	89.83957888	36.19125445	3520671	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Aequorivita
GCF_000300875	99.65	0.11	571	89.12235787	37.03761036	3572447	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Galbibacter
GCF_000420145	97.97	0	568	92.22207467	67.24459331	3049695	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Paracoccus
GCF_000422725	99.65	0	511	89.04859821	41.61529279	4638566	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_000425465	99.29	0	511	91.56794617	33.82256184	3192093	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_000427335	98.99	1.48	571	88.311912	33.48478137	4337031	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Winogradskyella
GCF_000430665	99.62	0	496	86.8682594	31.34459264	4903219	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Aquimarina
GCF_000312445	96.28	0.37	492	89.85488311	47.68188159	2502741	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Phocaeicola
GCF_000509125	94.13	0.29	333	90.34970211	47.53522594	3912387	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Clostridium_AP
GCF_000499785	98.14	1.02	492	90.74716228	43.54608684	5025334	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Bacteroides
GCF_000508985	99.33	4.05	263	88.46425804	43.40443978	3446523	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Anaerostipes
GCF_000160115	98.74	0.29	420	87.20210975	51.7665417	2102620	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Shuttleworthia
GCF_000526275	99.3	0.3	654	89.96066184	63.93595469	4310573	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Lutimaribacter
GCF_000146675	98.73	0.84	567	86.13245936	47.44660885	2518161	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Prevotella
GCF_000613945	97.72	0	567	84.40437805	44.02267519	2800241	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Prevotella
GCF_000688295	99.4	0.3	654	89.87123717	67.9289358	4659730	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudooceanicola
GCF_000702525	99.52	0	420	89.55148945	41.29009688	2555436	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_FD2005
GCF_000745775	99.65	0.42	511	89.11669781	33.42867576	5284058	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Flavobacterium
GCF_000813725	99.35	0	625	88.64479014	62.44751254	5150147	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Leisingera
GCF_000834015	99.26	0.86	487	85.03791521	47.84229453	3120120	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Prevotella
GCF_001005305	99.59	0.77	571	90.97996504	33.83998871	4031603	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Kordia
GCF_001005315	99.48	1.24	571	88.09427486	33.97193858	5356465	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Kordia
GCF_001280505	99.67	4.95	571	91.52288538	38.65361432	4149242	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Mangrovimonas_A
GCF_001306415	98.68	0.99	571	90.57760926	41.88375206	3883802	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Croceitalea
GCF_001418085	99.34	0.06	571	89.80776747	31.36501402	3661347	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Lacinutrix
GCF_001458195	99.25	0.21	582	89.54123916	56.47523129	4825935	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Ruegeria
GCF_001458435	99.04	0	582	89.25615235	58.70059782	3431657	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Thalassobius
GCF_001632745	99.62	1.34	496	89.22750078	32.2617831	6186893	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae	g_Aquimarina
GCF_001679925	99.47	0.2	625	88.41789756	62.25702119	5190966	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Leisingera
GCF_001886735	98.88	0.21	582	91.50871561	64.51565867	4691010	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Sulfitobacter
GCF_002007235	98.1	0.63	278	86.43815201	42.7922508	3720024	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae	g_Oribacterium
GCF_002073975	99.29	0.91	568	86.62822878	67.06711735	4162560	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Rhodovulum
GCF_002087335	96.18	0.88	625	86.09998523	58.73740458	4821592	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae	g_Pseudophaeobacter
GCF_002160055	97.68	0.31	492	87.58151081	49.51518787	3844582	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae	g_Bacteroides
