OTUID	C00120	C00194	C03492	C00062	C00097	C00025	C00135	C00407	C00123	C00047	C00073	C00077	C00079	C00148	C00065	C00188	C00078	C00082	C05819	C00003	C03313	C00032	C00018	C00016	C00101	C00068	C00390	C00105	C00130
GCF_001487105	0.333333333	0.857142857	0.2	1	1	0.181818182	0.666666667	1	1	0.857142857	0.571428571	1	0.5	1	0.666666667	0.6	0	0.5	0	1	0	0.4	0.166666667	0.285714286	0.8	0.571428571	0	1	1
GCF_001487165	0.333333333	0.857142857	0.4	1	1	0.090909091	0.833333333	1	1	1	0.714285714	1	0.5	1	1	1	1	0.5	0	1	0	0.8	0.166666667	1	0.8	0.714285714	0	1	1
GCF_001506075	1	1	0.8	1	1	0.8	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	1	0.857142857	1	1	1
GCF_001507425	0.666666667	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	1	1	0.25	0	0.5	1	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	1	0.8	0.571428571	0.111111111	1	1
GCF_001507545	0.333333333	0.857142857	0.8	1	0.5	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.9	0.666666667	0.857142857	0.8	0.2	0.555555556	1	1
GCF_001507595	1	1	0.8	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	1	0.666666667	0.857142857	0.6	0.444444444	0.666666667	1	1
GCF_001509585	0	0.857142857	0.8	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.9	0.666666667	0.857142857	1	0.25	0.555555556	1	1
GCF_001517425	0.333333333	0.142857143	0.4	1	1	0.272727273	0.833333333	1	1	1	0.857142857	1	0.5	1	0.666666667	0.8	0	0.5	0	0.4	0	0.2	0.166666667	0.285714286	0.8	0.428571429	0	1	1
GCF_001517585	0	1	0.8	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.875	0.666666667	0.857142857	0.8	0.25	0.555555556	1	1
GCF_001517625	0	1	0.4	1	1	0	0	1	1	1	0.857142857	1	0.5	1	0.666666667	0.8	0	0.5	0	1	0	0.4	0.166666667	1	0.6	0.5	0	1	1
GCF_001518015	0	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.875	0.666666667	0.857142857	0.8	0.444444444	0.555555556	1	1
GCF_001529295	0.666666667	0.714285714	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	1	1	1	0.5	0.555555556	0.8	0.285714286	1	0.5	1	0.6	0.571428571	0.111111111	1	1
GCF_001543325	0	0.142857143	0.8	0.666666667	1	0.181818182	1	1	1	1	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	1	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_001546115	0.666666667	0.857142857	0.8	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.333333333	1	0.142857143	0.875	0.666666667	0.857142857	0.8	0.555555556	0.666666667	1	1
GCF_001547935	0.666666667	0.857142857	0.6	1	1	0.8	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	1	0.857142857	1	1	1
GCF_001549985	0.333333333	0.142857143	0.6	0.666666667	1	0.272727273	0	0.4	0	1	0.571428571	0.5	0	0	0.333333333	0.6	0	0	0.666666667	0.875	0.285714286	1	0.5	0.857142857	0.8	0.6	0.111111111	1	0.875
GCF_001552765	0.333333333	0.142857143	0.4	0.666666667	1	0.090909091	1	1	1	1	0.857142857	0.25	0	0.5	0.666666667	0.8	0	0	0.555555556	1	0.285714286	0.4	1	1	0.8	0.25	0.111111111	1	1
GCF_001553265	0.333333333	0.857142857	0.4	0.666666667	1	0.090909091	1	1	1	1	0.857142857	0.25	0	0.5	0.666666667	0.8	0.666666667	0	0.666666667	0.4	0.285714286	0.9	1	0.857142857	1	0.25	0.111111111	0.666666667	1
GCF_001553545	0.666666667	0	0.6	0	1	0.272727273	0	0.4	0	0.857142857	0.857142857	0	0	0	0.666666667	0.8	0	0.5	0.555555556	0.2	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_001553605	1	0.857142857	0.4	1	1	0.090909091	0.666666667	1	1	1	0.714285714	1	0.5	1	0.333333333	0.8	0.666666667	0.333333333	1	0.8	0	1	1	0.857142857	0.4	0.75	0.222222222	1	1
GCF_001557875	1	1	0.6	1	1	0.6	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	0.888888889	0.8	0.428571429	1	1	1	1	0.857142857	1	1	1
GCF_001558015	1	1	0.6	1	1	0.6	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	0.888888889	0.8	0.428571429	1	1	1	1	1	1	1	1
GCF_001558155	0	0.857142857	0.6	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.9	0.666666667	0.857142857	0.8	0.25	0.555555556	1	1
GCF_001558255	1	0.428571429	0.6	1	1	0.6	1	1	1	1	1	0.75	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	0.8	0.857142857	1	1	1
GCF_001558495	1	1	0.6	1	1	0.6	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	1	1	1	1	1
GCF_001559595	1	0.428571429	0.6	1	1	0.6	0.666666667	1	1	0.888888889	0.857142857	0.75	0.5	0.5	1	0.8	0.666666667	0.5	0.888888889	0.8	0.428571429	1	1	1	0.4	0.714285714	0.888888889	1	1
GCF_001563225	0.666666667	0.714285714	0.6	1	1	0.181818182	0.666666667	1	1	1	0.714285714	1	0.5	1	0.666666667	0.8	0.666666667	0.333333333	0.833333333	1	0	1	0.166666667	0.857142857	0.6	0.75	0.333333333	1	1
GCF_001573155	0	0.142857143	0.6	0	1	0.363636364	0	0.4	0	0.714285714	0.714285714	0	0	0	0.666666667	0.2	0.666666667	0	0.555555556	0.8	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_001584565	0.666666667	0.428571429	0	1	1	0	0	0.2	0	0.857142857	0.428571429	0	0	0.5	0.333333333	0.4	0	0	0	1	0	0.2	0	1	0.6	0.714285714	0	0.666666667	1
GCF_001591105	1	0.142857143	0.6	0.666666667	0.5	0.181818182	1	1	1	1	0.857142857	0.25	0	0.5	1	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	1	1	0.571428571	0.111111111	1	1
GCF_001591145	1	1	0.6	1	1	0.6	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	1	1	1	1	1
GCF_001594005	0.666666667	1	0.6	0.333333333	1	0.181818182	0	0	0	0.571428571	0.375	0	0	0.5	0.666666667	0.2	0	0	0	1	0	0.2	1	1	0.6	0.571428571	0	0.666666667	1
GCF_001598875	1	0.857142857	0.6	1	1	0.8	1	1	1	1	1	0.75	1	1	1	0.8	1	1	1	1	0.571428571	1	1	1	1	0.857142857	1	1	1
GCF_001602525	0.666666667	0.571428571	0.6	0.666666667	1	0.181818182	1	1	1	1	1	0.25	0.5	0.5	1	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	1	0.8	0.571428571	0.111111111	1	1
GCF_001618385	0.333333333	0.857142857	0.6	0.666666667	1	0.181818182	1	1	1	1	0.857142857	0.25	0.5	0.5	1	0.8	0.666666667	0	0.666666667	1	0.285714286	0.9	0.666666667	0.857142857	0.8	0.25	0.111111111	1	1
GCF_001620265	0.333333333	0.857142857	0.2	1	1	0.545454545	0.833333333	1	1	1	0.857142857	1	0.5	1	1	0.8	0.666666667	0.666666667	0.111111111	0.375	0	0.875	0.666666667	0.857142857	0.6	0.333333333	0.444444444	1	1
GCF_001632745	0.666666667	0.857142857	0.6	0.666666667	1	0.272727273	1	1	1	1	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	1	1	0.571428571	0.111111111	1	0.875
GCF_001633165	0	0.857142857	0.6	1	0.5	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.5	0.142857143	0.875	0.666666667	0.857142857	0.8	0.5	0.555555556	1	1
GCF_001635455	1	1	0.6	1	1	0.6	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	0.888888889	0.8	0.428571429	1	1	1	1	0.857142857	1	1	1
GCF_001635605	0	0.857142857	0.8	1	1	0.545454545	1	1	1	0.888888889	0.571428571	1	0.5	1	1	0.6	1	0.666666667	0.111111111	1	0	0.875	0.666666667	0.857142857	1	0.333333333	0.555555556	1	1
GCF_001636845	0.333333333	1	0.2	1	1	0.272727273	0.833333333	0.8	1	0.888888889	1	1	0.5	1	0.333333333	1	1	0.5	0.222222222	1	0	0.8	1	1	1	0.5	0.111111111	1	1
GCF_001637325	0.666666667	0.142857143	0.6	0	1	0.272727273	1	0.4	0	0.857142857	0.857142857	0	0	0	0.666666667	1	1	0	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_001639065	0.666666667	0.857142857	0.6	1	1	0.6	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	0.8	0.857142857	1	1	1
GCF_001640115	0	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	0.857142857	1	0.571428571	0.111111111	1	1
GCF_001642835	1	0.714285714	0.6	0.666666667	0.5	0.181818182	1	1	1	0.857142857	0.714285714	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.8	0.285714286	1	0.5	0.857142857	1	0.571428571	0.111111111	1	1
GCF_001642945	0	0.857142857	0.4	1	0.5	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.375	0	0.875	0.666666667	0.857142857	0.6	0.2	0.555555556	1	1
GCF_001650345	1	1	0.6	1	1	0.8	1	1	1	1	1	0.75	0.5	1	1	1	1	0.5	1	0.8	0.571428571	1	1	1	0.8	1	1	1	1
GCF_001650845	0	0.857142857	0.6	1	0.5	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.75	0	0.875	0.666666667	0.857142857	0.6	0.2	0.555555556	1	1
GCF_001650875	0	0.857142857	0.8	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.875	0.666666667	0.857142857	0.8	0.444444444	0.555555556	1	1
GCF_001650895	0	0.714285714	0.4	1	0.5	0.545454545	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.625	0.142857143	0.9	0.666666667	0.857142857	0.6	0.444444444	0.555555556	1	1
GCF_001653155	0.333333333	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	1	0.857142857	0.25	0.5	0.5	0.333333333	0.8	0	0	0.111111111	1	0	0.3	0.5	0.857142857	1	0.25	0	1	1
GCF_001653755	0.666666667	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	0.8	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_001655775	1	0.142857143	0	0	0.5	0	0	0.25	0	0.857142857	0.285714286	0	0	0	0	0.4	0	0	0	0.25	0	0.2	0	0.285714286	0.4	0.2	0	0.666666667	0.125
GCF_001659685	1	0.142857143	0.2	0.666666667	1	0.181818182	0.5	1	1	1	0.714285714	0.5	0	0.5	0.333333333	0.8	0.666666667	0	0.555555556	0.2	0.142857143	0.2	0.166666667	0.428571429	0.4	0.571428571	0.111111111	0.333333333	0.5
GCF_001660705	0.666666667	0.714285714	0.2	0.666666667	0	0.090909091	1	0.4	0	0.571428571	0.571428571	0.5	0	0.5	0	0.8	0.666666667	0	0.111111111	0.2	0	0.9	0.166666667	0.285714286	0.4	0.285714286	0.111111111	0.666666667	0.5
GCF_001662485	0.666666667	0.714285714	0.4	0	1	0.181818182	0.166666667	1	0.666666667	0.857142857	1	0	0	0.5	1	1	0	0.5	0.555555556	0.75	0.285714286	1	0.5	1	0.6	0.25	0.111111111	1	1
GCF_001672295	0.666666667	0.857142857	0.4	1	1	0.2	0.666666667	1	1	1	0.571428571	1	0.5	1	0.333333333	0.8	0.333333333	0.333333333	1	1	0	1	0.166666667	0.857142857	0.6	0.75	0.333333333	1	1
GCF_001675165	0.333333333	1	0.2	1	1	0.272727273	0.833333333	1	1	1	1	1	0.5	1	0.333333333	1	1	0.5	0	1	0	0.8	0	1	1	0.75	0	1	1
GCF_001676025	1	0.714285714	0.6	1	1	0.8	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	1	1	0.571428571	1	1	1	1	0.857142857	1	1	1
GCF_001677275	1	0.142857143	0.6	1	1	0.8	1	1	1	1	0.857142857	1	1	1	1	1	1	1	1	0.8	0.571428571	1	1	1	1	0.857142857	1	1	1
GCF_001677435	0	0.142857143	0.8	0.666666667	0.5	0.363636364	0.833333333	1	1	0.888888889	1	0.25	0.5	1	0.666666667	0.8	0.333333333	0.333333333	0.222222222	1	0.142857143	1	0.666666667	1	1	0.25	0.555555556	1	1
GCF_001678675	0.666666667	0.142857143	0.8	0.666666667	1	0.363636364	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_001678945	0.666666667	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.875	0.666666667	0.857142857	1	0.444444444	0.555555556	1	1
GCF_001679925	0.666666667	0.857142857	0.6	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.8	0	0.9	0.666666667	0.857142857	0.8	0.444444444	0.555555556	1	1
GCF_001681715	0.333333333	0.857142857	0.6	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.875	0.666666667	0.857142857	0.8	0.555555556	0.555555556	1	1
GCF_001683355	0.333333333	0.142857143	0.4	0	1	0	0	0.25	0	1	0.857142857	0	0	0	0.333333333	0.6	0	0	0.666666667	1	0.285714286	0.4	1	1	0.8	1	0.111111111	1	1
GCF_001683825	0.666666667	0.142857143	0.4	0.666666667	1	0.272727273	1	1	1	1	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.666666667	0.875	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_001683915	0.666666667	0.142857143	0.6	0.666666667	1	0.363636364	1	1	1	0.857142857	1	0.25	0.5	0.5	0.666666667	1	1	0.5	0.555555556	0.8	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_001685485	0.333333333	0.142857143	0.6	0.666666667	1	0.272727273	1	1	1	1	0.714285714	0.25	0	0.5	1	1	1	0.5	0.666666667	0.8	0.285714286	1	0.5	0.857142857	0.8	0.571428571	0.111111111	1	1
GCF_001686925	1	0.714285714	0.6	0.666666667	1	0.181818182	1	1	1	1	1	0.25	0	0.5	1	1	1	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.571428571	0.111111111	1	1
GCF_001687105	0	0.857142857	0.8	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.9	0.666666667	0.857142857	1	0.555555556	0.555555556	1	1
GCF_001688725	1	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	1	0.857142857	0.5	0	0.5	0.666666667	0.8	1	0	0.555555556	1	0.285714286	0.3	0.5	1	1	0.75	0.111111111	1	1
GCF_001690985	1	0.428571429	0.6	1	1	0.8	1	0.8	1	1	0.857142857	1	0.5	1	1	1	1	0.5	1	0.8	0.571428571	1	1	1	1	1	1	1	1
GCF_001691415	0	0.857142857	0.8	1	1	0.363636364	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.625	0.142857143	0.9	0.666666667	0.857142857	0.6	0.444444444	0.555555556	1	1
GCF_001693415	0.666666667	0.857142857	0.4	0.666666667	0.5	0.272727273	1	1	1	1	0.714285714	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.571428571	0.111111111	1	0.875
GCF_001695575	1	0.857142857	0.6	1	1	0.6	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	1	0.8	0.571428571	1	1	1	1	1	1	1	1
GCF_001697185	1	0.571428571	0.6	0.666666667	0.5	0.181818182	1	1	1	1	0.714285714	0.25	0.5	0.5	1	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	1	1	0.571428571	0.111111111	1	1
GCF_001701045	0.666666667	0.714285714	0.2	1	1	0.181818182	0.666666667	1	0.333333333	0.857142857	0.857142857	0.5	0.5	0.5	0.666666667	1	0.666666667	0.5	0	0.4	0	0.6	1	1	0.4	0.5	0	0.666666667	1
GCF_001705235	0.333333333	0.857142857	0.8	1	1	0	0.833333333	1	1	0.777777778	0.857142857	1	0	1	0.666666667	0.8	1	0.5	0	1	0	1	1	1	0.8	0.714285714	0	1	1
GCF_001705665	0	0.857142857	0.6	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.875	0.666666667	0.857142857	0.8	0.555555556	0.555555556	1	1
GCF_001707825	0.333333333	0.857142857	0.6	0	0.333333333	0.181818182	0	0.25	0	0.666666667	0.285714286	0	0	0	0.666666667	0.2	0	0	0.555555556	1	0.285714286	0.3	1	0.857142857	0.6	0.25	0.111111111	0.666666667	1
GCF_001719615	0	0.857142857	0.6	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.5	0	0.875	0.666666667	0.857142857	0.6	0.444444444	0.555555556	1	1
GCF_001720585	0.333333333	0.714285714	0.8	1	0.5	0.545454545	1	1	1	0.888888889	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.375	0	0.8	0.666666667	0.714285714	0.8	0.2	0.666666667	1	1
GCF_001729245	0.666666667	1	0.6	1	1	0.363636364	0.666666667	1	1	1	0.714285714	0.75	0.5	0.5	1	1	0.666666667	0.5	0.6	0.8	0	0.9	0.5	0.857142857	0.4	0.571428571	0.111111111	1	1
GCF_001735745	0.666666667	0.142857143	0.4	0.666666667	0.5	0.181818182	1	1	1	1	0.714285714	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.666666667	0.875	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_001735765	0.333333333	0.857142857	0.6	0.666666667	1	0.090909091	0	0.25	0	0.714285714	0.857142857	0	0.5	1	0.333333333	0.8	0	0.5	0	0.4	0	0.7	0	1	0.6	0.571428571	0	1	1
GCF_001747085	0.666666667	1	0.4	0.666666667	0.5	0.181818182	1	1	1	1	0.714285714	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.571428571	0.111111111	1	0.875
GCF_001754075	0.333333333	0.857142857	0	1	1	0.090909091	0.833333333	1	1	1	0.857142857	1	0.5	0.5	0.666666667	0.8	0	0.5	0	0.4	0	0.6	0.166666667	0.857142857	0.8	0.714285714	0	1	1
GCF_001758365	0.666666667	1	0.6	1	1	0	0.666666667	0.6	0	1	0.714285714	0.5	0	1	0.666666667	1	0.666666667	0.5	0	1	0	0.2	0	1	0.6	0.571428571	0	0.666666667	1
GCF_001761325	1	0.142857143	0.6	0.666666667	0.5	0.181818182	1	1	1	1	0.714285714	0.25	0	0.5	0.333333333	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_001761365	0	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCF_001761465	0.666666667	0.714285714	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0.5	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.5	1	0.6	0.571428571	0.111111111	1	1
GCF_001831475	1	0.714285714	0.4	0	0.5	0.181818182	1	1	1	1	0.714285714	0	0	0.5	1	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	1	0.571428571	0.111111111	1	0.875
GCF_001854765	0.666666667	0.857142857	0.6	1	1	0.6	0.833333333	1	1	1	0.857142857	1	0.5	0.5	1	1	1	0.5	0.777777778	0.8	0.285714286	1	0.833333333	1	1	0.857142857	0.888888889	1	1
GCF_001856665	0	0.857142857	0.6	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.222222222	0.8	0	0.9	0.666666667	0.857142857	0.6	0.444444444	0.555555556	1	1
GCF_001857965	0.666666667	0.714285714	0.6	0.666666667	0.5	0.181818182	1	1	1	0.857142857	0.714285714	0.25	0.5	0.5	1	1	0.666666667	0.5	0.666666667	0.8	0.285714286	1	0.5	1	0.6	0.571428571	0.111111111	1	1
GCF_001870675	0	0.857142857	0.8	1	0.5	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.222222222	1	0.142857143	0.875	0.666666667	0.857142857	0.8	0.444444444	0.555555556	1	1
GCF_001874525	0.666666667	0.714285714	0.6	1	1	0.181818182	0.666666667	1	1	1	0.714285714	1	0.5	1	0.666666667	0.8	0.666666667	0.333333333	1	1	0	1	0.166666667	0.857142857	0.6	0.75	0.333333333	1	1
GCF_001877035	1	0.857142857	0.6	1	1	0.181818182	0.833333333	1	1	0.888888889	0.857142857	0.5	0.5	1	0.333333333	1	1	0.5	0.111111111	1	0	1	1	1	0.8	0.714285714	0	1	1
GCF_001879205	1	0.714285714	0.6	0.666666667	1	0.181818182	1	1	1	1	1	0	0	0.5	1	1	1	0.5	0.555555556	0.8	0.285714286	1	0.5	1	0.8	0.571428571	0.111111111	1	1
GCF_001879695	0.333333333	0.857142857	0.4	1	1	0.545454545	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.9	0.666666667	0.857142857	0.6	0.2	0.555555556	1	1
GCF_001879715	0	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.875	0.666666667	0.857142857	0.6	0.2	0.555555556	1	1
GCF_001881565	0	0.857142857	0.2	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0.5	1	0.666666667	0.6	1	0.5	0.111111111	0.4	0	0.8	1	0.285714286	1	0.5	0	1	1
GCF_001884735	0.666666667	0.857142857	0.6	1	0.5	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.875	0.666666667	0.857142857	0.8	0.555555556	0.555555556	1	1
GCF_001886735	0	0.857142857	0.8	1	1	0.545454545	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.875	0.666666667	0.857142857	0.8	0.4	0.555555556	1	1
GCF_001888185	0.666666667	0.857142857	0.8	1	1	0.454545455	1	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.8	0	0.9	0.666666667	0.857142857	0.8	0.444444444	0.555555556	1	1
GCF_001889005	0.666666667	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	1	0.5	0.555555556	0.75	0.285714286	1	0.5	1	0.8	0.25	0.111111111	1	1
GCF_001889045	0	0.142857143	0.4	0.666666667	0.5	0.272727273	1	1	1	1	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	0.875
GCF_001889325	0.5	0.857142857	0.6	1	1	0.090909091	0.833333333	0.6	0	0.857142857	1	0	0	0.5	0.333333333	1	0	0	0	1	0	0.7	1	1	0.4	0.5	0	1	1
GCF_001890925	0	0.857142857	0.4	1	0.5	0.454545455	0.833333333	1	1	1	0.857142857	1	0.5	1	1	0.8	1	0.666666667	0.111111111	0.5	0	0.875	0.666666667	0.857142857	1	0.2	0.555555556	1	1
GCF_001895205	1	0.285714286	0.6	1	1	0.8	1	1	1	1	0.857142857	1	0.5	1	1	1	1	0.5	1	0.8	0.571428571	1	1	1	0.8	0.857142857	1	1	1
GCF_001913155	0.666666667	0.142857143	0.4	0.666666667	1	0.272727273	1	1	1	1	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCF_001936575	0.666666667	1	0.4	0.666666667	1	0.181818182	1	1	1	1	1	0.5	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	1	0.571428571	0.111111111	1	0.875
GCF_001936595	1	0.857142857	0.6	1	1	0.181818182	0.666666667	1	1	1	0.857142857	1	0.5	1	0.333333333	0.8	0.666666667	0.333333333	1	1	0	1	0.166666667	0.857142857	0.4	0.75	0.333333333	1	1
GCF_001939735	1	1	0.6	1	1	0.8	1	1	1	1	1	0.5	0.5	1	1	1	1	0.5	1	0.8	0.571428571	1	1	1	1	1	1	1	1
GCF_001940165	0.666666667	0.714285714	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	1	1	0.666666667	0.5	0.555555556	0.75	0.285714286	1	0.5	1	1	0.571428571	0.111111111	1	1
GCF_001940225	0.333333333	0.857142857	0.6	1	1	0.181818182	0.833333333	1	1	1	0.571428571	1	0.5	1	0.333333333	0.8	0.666666667	0.5	0	1	0	0.7	1	1	0.8	0.714285714	0	1	1
GCF_001940235	0.333333333	0.857142857	0.8	1	1	0	1	1	1	0.428571429	0.714285714	0	0	1	1	0.8	0	0	0	0.25	0	0.4	0.333333333	1	0.6	0.571428571	0	1	1
GCF_001940245	0.333333333	1	0.6	1	1	0.090909091	0.666666667	1	1	1	0.857142857	1	0.5	1	0.666666667	0.8	1	0.5	0	1	0	0.7	1	0.857142857	0.8	0.714285714	0	1	1
GCF_001940315	0.333333333	0.142857143	0.6	1	1	0.090909091	0.833333333	1	1	1	0.857142857	1	0.5	1	0.666666667	0.8	1	0.5	0	1	0	0.7	1	1	0.8	0.714285714	0	1	1
GCF_001940525	0.666666667	0.142857143	0.8	1	1	0.454545455	1	1	1	1	0.714285714	1	0.5	1	1	0.8	1	0.666666667	0.111111111	1	0	0.875	0.666666667	0.857142857	0.6	0.555555556	0.555555556	1	1
GCF_001951155	0.666666667	0.571428571	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	1	0.25	0	0.5	0.666666667	1	0.666666667	0.5	0.555555556	0.875	0.285714286	1	0.5	0.857142857	1	0.571428571	0.111111111	1	1
GCF_001953955	0.333333333	0.142857143	0.4	0	0.5	0.181818182	0	0.25	0	0.666666667	0.285714286	0	0	0	0.666666667	0.2	0	0	0.555555556	1	0.285714286	0.3	1	1	0.8	1	0.111111111	1	1
