GTDB	dissimilatory.sulfate.....APS	dissimilatory.sulfite.....APS	dissimilatory.sulfite.....sulfide	sulfur.assimilation	ycao	Phylum	Class	Order	Family
GCF_001632745	0	0	0	0.33	1	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001633165	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001635455	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001635605	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001636845	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_001637325	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001639065	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001640115	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001642835	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001642945	0	0	0	0.33	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001650345	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001650845	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001650875	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001650895	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001651805	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	Nitrincolaceae
GCF_001653155	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCF_001653755	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001655775	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_001659685	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinilabiliaceae
GCF_001660705	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinilabiliaceae
GCF_001662485	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001672295	1	1	1	0.67	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_001675165	0	0	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_001676025	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001677275	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001677435	1	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Woeseiales	Woeseiaceae
GCF_001678675	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001678945	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001679925	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001681715	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001683355	0	0	0	0	1	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_001683825	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001683915	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001685485	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001686925	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001687105	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001688725	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_001690985	0	0	0	0.67	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001691415	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001693415	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001695575	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001697185	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001701045	0	0	0	0	0	p_Synergistota	c_Synergistia	o_Synergistales	Synergistaceae
GCF_001705235	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_001705665	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001707825	0	0	0	0	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001719615	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001720585	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001729245	0	0	0	0.33	0	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae
GCF_001735745	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001735765	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_001747085	0	0	0	0.33	1	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001754075	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_001758365	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_001761325	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001761365	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001761465	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001831475	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001854765	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001856665	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001857965	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001870675	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001874525	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_001877035	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_001879205	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001879695	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001879715	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001881565	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_001884735	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001886735	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001888185	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001889005	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001889045	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001889325	0	0	0	0	1	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_001890925	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001895205	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001913155	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001922575	0	0	0	0.33	1	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	Nitrincolaceae
GCF_001936575	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001936595	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_001939735	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001940165	0	0	0	0.67	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_001940225	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_001940235	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae
GCF_001940245	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_001940315	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_001940525	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001951155	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001953955	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_001957125	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_001957135	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_001969365	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001971725	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001971785	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001975705	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_001975985	1	0	0	1	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_001995985	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001996005	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001996165	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_001999725	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002001005	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002005305	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_002005425	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002006345	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_002006355	0	1	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_002006445	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_002007235	1	0	0	0.67	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002008345	0	0	0	0	1	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_002020135	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002029235	0	0	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_002029255	0	1	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_002029295	0	0	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae
GCF_002050515	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_002072105	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002072155	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002073975	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002075795	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_002078605	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002079305	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002080415	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002085925	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002087335	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002094855	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002094885	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002100145	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002105285	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002105555	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002115725	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002115805	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002117125	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002117445	0	0	0	0.33	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002119405	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002120225	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002150005	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002150035	0	0	0	0.33	0	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae
GCF_002150205	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002150785	1	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002156455	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002156475	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002156525	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002157735	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002157755	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002157795	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002158905	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002159505	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002159665	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_002159835	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002159945	0	0	0	0	0	p_Synergistota	c_Synergistia	o_Synergistales	Synergistaceae
GCF_002159995	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002160055	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_002160135	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002160325	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002160525	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002160755	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002160765	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002160825	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002160985	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002161065	0	0	0	0.67	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002161285	0	0	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002161355	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002161525	0	0	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002163675	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002163755	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002163835	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002163875	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002166865	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002196515	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002196855	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002198115	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002201235	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002201315	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002201795	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinilabiliaceae
GCF_002204895	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002209445	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002210095	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002210105	0	0	0	0	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002210165	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002210225	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinilabiliaceae
GCF_002210235	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002215585	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_002216855	0	0	0	0	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002216875	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_002217205	0	0	0	0.67	1	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002217285	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002217355	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002217395	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002217405	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002217435	1	1	1	0.67	1	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002217475	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002218005	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002218025	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002218045	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002221555	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002222055	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002222595	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002222615	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_002222635	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002224265	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002224675	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_002234575	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002237555	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002243385	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae
GCF_002250835	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae
GCF_002251085	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae
GCF_002251245	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_002251365	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_002251435	0	0	0	0	1	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_002251775	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002251835	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002265265	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_002265625	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_002266855	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002269385	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002270465	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_002282855	0	0	0	0.67	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_002282895	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_002285055	0	0	0	0	0	p_Firmicutes	c_Bacilli	o_Izemoplasmatales	Izemoplasmataceae
GCF_002285415	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002285435	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002285495	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_002286775	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002287065	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002300555	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_002302565	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002302635	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002303885	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002304005	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_002327185	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
